folder,video1,offset_Ch1,video2,offset_Ch2,video3,offset_Ch3,VWTimestamp,Description,Code,KP
DATA_20160825092218023,20160825092218023@DVR1_Ch1.asf,1514.906,20160825092218289@DVR1_Ch2.asf,1514.64,20160825092218585@DVR1_Ch3.asf,1514.344,20160825094732929,Field Joint - Normal,2.1,10.477
DATA_20160825092218023,20160825092218023@DVR1_Ch1.asf,1566.747,20160825092218289@DVR1_Ch2.asf,1566.481,20160825092218585@DVR1_Ch3.asf,1566.185,20160825094824770,Field Joint - Normal,2.1,10.464
DATA_20160825092218023,20160825092218023@DVR1_Ch1.asf,1610.627,20160825092218289@DVR1_Ch2.asf,1610.361,20160825092218585@DVR1_Ch3.asf,1610.065,20160825094908650,Field Joint - Normal,2.1,10.451
DATA_20160825092218023,20160825092218023@DVR1_Ch1.asf,1717.709,20160825092218289@DVR1_Ch2.asf,1717.443,20160825092218585@DVR1_Ch3.asf,1717.147,20160825095055732,Field Joint - Normal,2.1,10.425
DATA_20160825092218023,20160825092218023@DVR1_Ch1.asf,1766.31,20160825092218289@DVR1_Ch2.asf,1766.044,20160825092218585@DVR1_Ch3.asf,1765.748,20160825095144333,Exposure - intermittent start,7.4,10.413
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,71.021,20160902144123405@DVR1_Ch2.asf,70.755,20160902144124030@DVR1_Ch3.asf,70.13,20160902144234160,Debris - Scaffold tube,6.5,8.818
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,86.701,20160902144123405@DVR1_Ch2.asf,86.435,20160902144124030@DVR1_Ch3.asf,85.81,20160902144249840,Field Joint - Normal,2.1,8.821
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,89.661,20160902144123405@DVR1_Ch2.asf,89.395,20160902144124030@DVR1_Ch3.asf,88.77,20160902144252800,Stabilisation - Mattress - Start,3.5.1,8.822
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,103.821,20160902144123405@DVR1_Ch2.asf,103.555,20160902144124030@DVR1_Ch3.asf,102.93,20160902144306960,Stabilisation - Mattress - End,3.5.2,8.824
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,118.902,20160902144123405@DVR1_Ch2.asf,118.636,20160902144124030@DVR1_Ch3.asf,118.011,20160902144322041,Weightcoat Missing - Start of loss,11.1,8.827
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,123.02,20160902144123405@DVR1_Ch2.asf,122.754,20160902144124030@DVR1_Ch3.asf,122.129,20160902144326159,Weightcoat Missing - End of loss,11.2,8.828
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,132.821,20160902144123405@DVR1_Ch2.asf,132.555,20160902144124030@DVR1_Ch3.asf,131.93,20160902144335960,Debris - Metalwork,6.7,8.83
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,135.981,20160902144123405@DVR1_Ch2.asf,135.715,20160902144124030@DVR1_Ch3.asf,135.09,20160902144339120,Weightcoat Missing - Start of loss,11.1,8.8301
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,146.101,20160902144123405@DVR1_Ch2.asf,145.835,20160902144124030@DVR1_Ch3.asf,145.21,20160902144349240,Other Fixed - Pipe bend,4.11,8.829
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,155.421,20160902144123405@DVR1_Ch2.asf,155.155,20160902144124030@DVR1_Ch3.asf,154.53,20160902144358560,Weightcoat Missing - End of loss,11.2,8.831
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,163.702,20160902144123405@DVR1_Ch2.asf,163.436,20160902144124030@DVR1_Ch3.asf,162.811,20160902144406841,Stabilisation - Mattress - Start,3.5.1,8.833
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,176.781,20160902144123405@DVR1_Ch2.asf,176.515,20160902144124030@DVR1_Ch3.asf,175.89,20160902144419920,Stabilisation - Mattress - End,3.5.2,8.835
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,180.142,20160902144123405@DVR1_Ch2.asf,179.876,20160902144124030@DVR1_Ch3.asf,179.251,20160902144423281,Debris - Scaffold tube,6.5,8.836
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,218.383,20160902144123405@DVR1_Ch2.asf,218.117,20160902144124030@DVR1_Ch3.asf,217.492,20160902144501522,Debris - Metalwork,6.7,8.842
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,223.663,20160902144123405@DVR1_Ch2.asf,223.397,20160902144124030@DVR1_Ch3.asf,222.772,20160902144506802,Other Fixed - Pipe bend,4.11,8.843
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,248.063,20160902144123405@DVR1_Ch2.asf,247.797,20160902144124030@DVR1_Ch3.asf,247.172,20160902144531202,Span - Start,8.1,8.845
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,297.264,20160902144123405@DVR1_Ch2.asf,296.998,20160902144124030@DVR1_Ch3.asf,296.373,20160902144620403,Other Fixed - Flange,4.4,8.8474
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,365.985,20160902144123405@DVR1_Ch2.asf,365.719,20160902144124030@DVR1_Ch3.asf,365.094,20160902144729124,Measurement - CP Stab,16.2,8.848
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,396.545,20160902144123405@DVR1_Ch2.asf,396.279,20160902144124030@DVR1_Ch3.asf,395.654,20160902144759684,Span - End,8.2,8.848
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,397.905,20160902144123405@DVR1_Ch2.asf,397.639,20160902144124030@DVR1_Ch3.asf,397.014,20160902144801044,Measurement - CP Stab,16.2,8.848
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,517.487,20160902144123405@DVR1_Ch2.asf,517.221,20160902144124030@DVR1_Ch3.asf,516.596,20160902145000626,Exposure - End,7.2,8.848
DATA_20160902144123139,20160902144123139@DVR1_Ch1.asf,517.587,20160902144123405@DVR1_Ch2.asf,517.321,20160902144124030@DVR1_Ch3.asf,516.696,20160902145000726,Survey Section - End of - Pipe exposed,12.2.1,8.848
DATA_20160825201102031,20160825201102031@DVR1_Ch1.asf,389.596,20160825201102672@DVR1_Ch2.asf,388.955,20160825201102984@DVR1_Ch3.asf,388.643,20160825201731627,Debris - Netting,6.2,3.8452
DATA_20160825201102031,20160825201102031@DVR1_Ch1.asf,561.079,20160825201102672@DVR1_Ch2.asf,560.438,20160825201102984@DVR1_Ch3.asf,560.126,20160825202023110,Debris - Boulder,6.1,3.7738
DATA_20160825201102031,20160825201102031@DVR1_Ch1.asf,572.919,20160825201102672@DVR1_Ch2.asf,572.278,20160825201102984@DVR1_Ch3.asf,571.966,20160825202034950,Exposure - End,7.2,3.769
DATA_20160825201102031,20160825201102031@DVR1_Ch1.asf,627.959,20160825201102672@DVR1_Ch2.asf,627.318,20160825201102984@DVR1_Ch3.asf,627.006,20160825202129990,Exposure - Start,7.1,3.7439
DATA_20160825201102031,20160825201102031@DVR1_Ch1.asf,746.561,20160825201102672@DVR1_Ch2.asf,745.92,20160825201102984@DVR1_Ch3.asf,745.608,20160825202328592,Debris - Boulder,6.1,3.6912
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,309.625,20160901075408651@DVR1_Ch2.asf,308.984,20160901075409104@DVR1_Ch3.asf,308.531,20160901075917635,Stabilisation - Mattress - Start,3.5.1,-0.0872
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,310.545,20160901075408651@DVR1_Ch2.asf,309.904,20160901075409104@DVR1_Ch3.asf,309.451,20160901075918555,Exposure - End,7.2,-0.0874
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,318.425,20160901075408651@DVR1_Ch2.asf,317.784,20160901075409104@DVR1_Ch3.asf,317.331,20160901075926435,Other Fixed - Pipe bend,4.11,-0.0885
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,729.669,20160901075408651@DVR1_Ch2.asf,729.028,20160901075409104@DVR1_Ch3.asf,728.575,20160901080617679,Other Fixed - Pipe bend,4.11,-0.09
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,779.75,20160901075408651@DVR1_Ch2.asf,779.109,20160901075409104@DVR1_Ch3.asf,778.656,20160901080707760,Exposure - Start,7.1,-0.091
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,984.353,20160901075408651@DVR1_Ch2.asf,983.712,20160901075409104@DVR1_Ch3.asf,983.259,20160901081032363,Measurement - CP Stab,16.2,-0.091
DATA_20160901075408010,20160901075408010@DVR1_Ch1.asf,984.934,20160901075408651@DVR1_Ch2.asf,984.293,20160901075409104@DVR1_Ch3.asf,983.84,20160901081032944,Survey Section - End of - Pipe exposed,12.2.1,-0.091
DATA_20160823081705066,20160823081705066@DVR1_Ch1.asf,113.488,20160823081705285@DVR1_Ch2.asf,113.269,20160823081705691@DVR1_Ch3.asf,112.863,20160823081858554,Field Joint - Normal,2.1,56.1915
DATA_20160823081705066,20160823081705066@DVR1_Ch1.asf,399.292,20160823081705285@DVR1_Ch2.asf,399.073,20160823081705691@DVR1_Ch3.asf,398.667,20160823082344358,Exposure - Start,7.1,56.1124
DATA_20160823081705066,20160823081705066@DVR1_Ch1.asf,1507.227,20160823081705285@DVR1_Ch2.asf,1507.008,20160823081705691@DVR1_Ch3.asf,1506.602,20160823084212293,Debris - Wire rope,6.3,55.8225
DATA_20160823084706012,20160823084706012@DVR1_Ch1.asf,323.96,20160823084706465@DVR1_Ch2.asf,323.507,20160823084706887@DVR1_Ch3.asf,323.085,20160823085229972,Exposure - End,7.2,55.6519
DATA_20160823084706012,20160823084706012@DVR1_Ch1.asf,415.801,20160823084706465@DVR1_Ch2.asf,415.348,20160823084706887@DVR1_Ch3.asf,414.926,20160823085401813,Debris - Netting,6.2,55.6269
DATA_20160824193915013,20160824193915013@DVR1_Ch1.asf,1702.7,20160824193915291@DVR1_Ch2.asf,1702.422,20160824193915963@DVR1_Ch3.asf,1701.75,20160824200737713,Exposure - End,7.2,26.1185
DATA_20160824193915013,20160824193915013@DVR1_Ch1.asf,1706.26,20160824193915291@DVR1_Ch2.asf,1705.982,20160824193915963@DVR1_Ch3.asf,1705.31,20160824200741273,Anode - Bracelet - slight wastage 0-25%,1.1.1,26.117
DATA_20160906010849996,20160906010849996@DVR1_Ch1.asf,13.226,20160906010850355@DVR1_Ch2.asf,12.867,20160906010850918@DVR1_Ch3.asf,12.304,20160906010903222,Survey Section - End of - Pipe exposed,12.2.1,9.116
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,42.379,20160901121824574@DVR1_Ch2.asf,41.942,20160901121825058@DVR1_Ch3.asf,41.458,20160901121906516,Span - Touchdown,8.3,58.103
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,68.099,20160901121824574@DVR1_Ch2.asf,67.662,20160901121825058@DVR1_Ch3.asf,67.178,20160901121932236,Other Fixed - Pipe bend,4.11,58.1077
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,68.739,20160901121824574@DVR1_Ch2.asf,68.302,20160901121825058@DVR1_Ch3.asf,67.818,20160901121932876,Span - Touchdown,8.3,58.108
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,127.14,20160901121824574@DVR1_Ch2.asf,126.703,20160901121825058@DVR1_Ch3.asf,126.219,20160901122031277,Other Fixed - Flange,4.4,58.116
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,134.86,20160901121824574@DVR1_Ch2.asf,134.423,20160901121825058@DVR1_Ch3.asf,133.939,20160901122038997,Measurement - CP Stab,16.2,58.116
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,146.3,20160901121824574@DVR1_Ch2.asf,145.863,20160901121825058@DVR1_Ch3.asf,145.379,20160901122050437,Measurement - CP Stab,16.2,58.116
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,150.82,20160901121824574@DVR1_Ch2.asf,150.383,20160901121825058@DVR1_Ch3.asf,149.899,20160901122054957,Weightcoat Missing - End of loss,11.2,58.117
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,179.101,20160901121824574@DVR1_Ch2.asf,178.664,20160901121825058@DVR1_Ch3.asf,178.18,20160901122123238,Weightcoat Missing - Start of loss,11.1,58.121
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,181.661,20160901121824574@DVR1_Ch2.asf,181.224,20160901121825058@DVR1_Ch3.asf,180.74,20160901122125798,Weightcoat Missing - End of loss,11.2,58.122
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,249.862,20160901121824574@DVR1_Ch2.asf,249.425,20160901121825058@DVR1_Ch3.asf,248.941,20160901122233999,Weightcoat Missing - Start of loss,11.1,58.134
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,254.022,20160901121824574@DVR1_Ch2.asf,253.585,20160901121825058@DVR1_Ch3.asf,253.101,20160901122238159,Weightcoat Missing - End of loss,11.2,58.1346
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,356.903,20160901121824574@DVR1_Ch2.asf,356.466,20160901121825058@DVR1_Ch3.asf,355.982,20160901122421040,Anode - Bracelet - slight wastage 0-25%,1.1.1,58.154
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,362.903,20160901121824574@DVR1_Ch2.asf,362.466,20160901121825058@DVR1_Ch3.asf,361.982,20160901122427040,Measurement - CP Stab,16.2,58.154
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,425.904,20160901121824574@DVR1_Ch2.asf,425.467,20160901121825058@DVR1_Ch3.asf,424.983,20160901122530041,Weightcoat Missing - Start of loss,11.1,58.1585
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,428.744,20160901121824574@DVR1_Ch2.asf,428.307,20160901121825058@DVR1_Ch3.asf,427.823,20160901122532881,Weightcoat Missing - End of loss,11.2,58.159
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,476.625,20160901121824574@DVR1_Ch2.asf,476.188,20160901121825058@DVR1_Ch3.asf,475.704,20160901122620762,Weightcoat Missing - Start of loss,11.1,58.171
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,478.585,20160901121824574@DVR1_Ch2.asf,478.148,20160901121825058@DVR1_Ch3.asf,477.664,20160901122622722,Weightcoat Missing - End of loss,11.2,58.172
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,513.185,20160901121824574@DVR1_Ch2.asf,512.748,20160901121825058@DVR1_Ch3.asf,512.264,20160901122657322,Weightcoat Missing - Start of loss,11.1,58.183
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,518.305,20160901121824574@DVR1_Ch2.asf,517.868,20160901121825058@DVR1_Ch3.asf,517.384,20160901122702442,Other Fixed - Pipe bend,4.11,58.185
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,527.226,20160901121824574@DVR1_Ch2.asf,526.789,20160901121825058@DVR1_Ch3.asf,526.305,20160901122711363,Span - End,8.2,58.188
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,566.266,20160901121824574@DVR1_Ch2.asf,565.829,20160901121825058@DVR1_Ch3.asf,565.345,20160901122750403,Weightcoat Missing - End of loss,11.2,58.192
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,568.586,20160901121824574@DVR1_Ch2.asf,568.149,20160901121825058@DVR1_Ch3.asf,567.665,20160901122752723,Measurement - CP Stab,16.2,58.193
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,578.027,20160901121824574@DVR1_Ch2.asf,577.59,20160901121825058@DVR1_Ch3.asf,577.106,20160901122802164,Other Fixed - Flange,4.4,58.1927
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,585.667,20160901121824574@DVR1_Ch2.asf,585.23,20160901121825058@DVR1_Ch3.asf,584.746,20160901122809804,Measurement - CP Stab,16.2,58.193
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,670.548,20160901121824574@DVR1_Ch2.asf,670.111,20160901121825058@DVR1_Ch3.asf,669.627,20160901122934685,Weightcoat Missing - Start of loss,11.1,58.2011
DATA_20160901121823793,20160901121824137@DVR1_Ch1.asf,675.708,20160901121824574@DVR1_Ch2.asf,675.271,20160901121825058@DVR1_Ch3.asf,674.787,20160901122939845,Weightcoat Missing - End of loss,11.2,58.202
DATA_20160905091859488,20160905091859925@DVR1_Ch1.asf,18.427,20160905091900222@DVR1_Ch2.asf,18.13,20160905091900831@DVR1_Ch3.asf,17.521,20160905091918352,Other Fixed - Flange,4.4,0.576
DATA_20160905091859488,20160905091859925@DVR1_Ch1.asf,59.667,20160905091900222@DVR1_Ch2.asf,59.37,20160905091900831@DVR1_Ch3.asf,58.761,20160905091959592,Measurement - CP Stab,16.2,0.576
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,228.946,20160907012932210@DVR1_Ch2.asf,228.712,20160907012932851@DVR1_Ch3.asf,228.071,20160907013320922,Exposure - End,7.2,4.326
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,280.546,20160907012932210@DVR1_Ch2.asf,280.312,20160907012932851@DVR1_Ch3.asf,279.671,20160907013412522,Exposure - Start,7.1,4.316
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,545.03,20160907012932210@DVR1_Ch2.asf,544.796,20160907012932851@DVR1_Ch3.asf,544.155,20160907013837006,Exposure - intermittent  end,7.5,4.259
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,590.83,20160907012932210@DVR1_Ch2.asf,590.596,20160907012932851@DVR1_Ch3.asf,589.955,20160907013922806,Field Joint - Normal,2.1,4.248
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,594.071,20160907012932210@DVR1_Ch2.asf,593.837,20160907012932851@DVR1_Ch3.asf,593.196,20160907013926047,Exposure - intermittent start,7.4,4.247
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1090.48,20160907012932210@DVR1_Ch2.asf,1090.246,20160907012932851@DVR1_Ch3.asf,1089.605,20160907014742456,Exposure - End,7.2,4.111
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1123.479,20160907012932210@DVR1_Ch2.asf,1123.245,20160907012932851@DVR1_Ch3.asf,1122.604,20160907014815455,Field Joint - Normal,2.1,4.104
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1160.4,20160907012932210@DVR1_Ch2.asf,1160.166,20160907012932851@DVR1_Ch3.asf,1159.525,20160907014852376,Field Joint - Normal,2.1,4.094
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1181.561,20160907012932210@DVR1_Ch2.asf,1181.327,20160907012932851@DVR1_Ch3.asf,1180.686,20160907014913537,Anode - Bracelet - moderate wastage 25-50%,1.1.2,4.088
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1200.961,20160907012932210@DVR1_Ch2.asf,1200.727,20160907012932851@DVR1_Ch3.asf,1200.086,20160907014932937,Field Joint - Normal,2.1,4.082
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1220.16,20160907012932210@DVR1_Ch2.asf,1219.926,20160907012932851@DVR1_Ch3.asf,1219.285,20160907014952136,Exposure - Start,7.1,4.076
DATA_20160907012931367,20160907012931976@DVR1_Ch1.asf,1269.561,20160907012932210@DVR1_Ch2.asf,1269.327,20160907012932851@DVR1_Ch3.asf,1268.686,20160907015041537,Debris - Metalwork,6.7,4.061
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,7.205,20160906003850598@DVR1_Ch2.asf,6.814,20160906003851207@DVR1_Ch3.asf,6.205,20160906003857412,Survey Section - Start of - Pipe buried,12.1.2,8.522
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1507.948,20160906003850598@DVR1_Ch2.asf,1507.557,20160906003851207@DVR1_Ch3.asf,1506.948,20160906010358155,Exposure - Start,7.1,9.0577
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1510.507,20160906003850598@DVR1_Ch2.asf,1510.116,20160906003851207@DVR1_Ch3.asf,1509.507,20160906010400714,Field Joint - Normal,2.1,9.0582
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1520.748,20160906003850598@DVR1_Ch2.asf,1520.357,20160906003851207@DVR1_Ch3.asf,1519.748,20160906010410955,Debris - Soft rope,6.4,9.0614
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1533.188,20160906003850598@DVR1_Ch2.asf,1532.797,20160906003851207@DVR1_Ch3.asf,1532.188,20160906010423395,Field Joint - Normal,2.1,9.0649
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1582.069,20160906003850598@DVR1_Ch2.asf,1581.678,20160906003851207@DVR1_Ch3.asf,1581.069,20160906010512276,Field Joint - Normal,2.1,9.077
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1626.789,20160906003850598@DVR1_Ch2.asf,1626.398,20160906003851207@DVR1_Ch3.asf,1625.789,20160906010556996,Field Joint - Normal,2.1,9.089
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1654.47,20160906003850598@DVR1_Ch2.asf,1654.079,20160906003851207@DVR1_Ch3.asf,1653.47,20160906010624677,Field Joint - Normal,2.1,9.096
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1675.31,20160906003850598@DVR1_Ch2.asf,1674.919,20160906003851207@DVR1_Ch3.asf,1674.31,20160906010645517,Field Joint - Normal,2.1,9.1
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1675.35,20160906003850598@DVR1_Ch2.asf,1674.959,20160906003851207@DVR1_Ch3.asf,1674.35,20160906010645557,Debris - Netting,6.2,9.1
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1683.591,20160906003850598@DVR1_Ch2.asf,1683.2,20160906003851207@DVR1_Ch3.asf,1682.591,20160906010653798,Debris - Scaffold tube,6.5,9.103
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1684.991,20160906003850598@DVR1_Ch2.asf,1684.6,20160906003851207@DVR1_Ch3.asf,1683.991,20160906010655198,Exposure - End,7.2,9.103
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1687.751,20160906003850598@DVR1_Ch2.asf,1687.36,20160906003851207@DVR1_Ch3.asf,1686.751,20160906010657958,Stabilisation - Mattress - Start,3.5.1,9.1034
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1705.831,20160906003850598@DVR1_Ch2.asf,1705.44,20160906003851207@DVR1_Ch3.asf,1704.831,20160906010716038,Debris - Metalwork,6.7,9.106
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1713.271,20160906003850598@DVR1_Ch2.asf,1712.88,20160906003851207@DVR1_Ch3.asf,1712.271,20160906010723478,Debris - Other hard debris,6.14,9.107
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1714.191,20160906003850598@DVR1_Ch2.asf,1713.8,20160906003851207@DVR1_Ch3.asf,1713.191,20160906010724398,Debris - Soft rope,6.4,9.1079
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1721.031,20160906003850598@DVR1_Ch2.asf,1720.64,20160906003851207@DVR1_Ch3.asf,1720.031,20160906010731238,Stabilisation - Mattress - End,3.5.2,9.109
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1724.071,20160906003850598@DVR1_Ch2.asf,1723.68,20160906003851207@DVR1_Ch3.asf,1723.071,20160906010734278,Debris - Scaffold tube,6.5,9.11
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1730.591,20160906003850598@DVR1_Ch2.asf,1730.2,20160906003851207@DVR1_Ch3.asf,1729.591,20160906010740798,Stabilisation - Mattress - Start,3.5.1,9.112
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1739.552,20160906003850598@DVR1_Ch2.asf,1739.161,20160906003851207@DVR1_Ch3.asf,1738.552,20160906010749759,Debris - Soft rope,6.4,9.112
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1757.232,20160906003850598@DVR1_Ch2.asf,1756.841,20160906003851207@DVR1_Ch3.asf,1756.232,20160906010807439,Debris - Scaffold tube,6.5,9.113
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1762.832,20160906003850598@DVR1_Ch2.asf,1762.441,20160906003851207@DVR1_Ch3.asf,1761.832,20160906010813039,Debris - Metalwork,6.7,9.114
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1772.072,20160906003850598@DVR1_Ch2.asf,1771.681,20160906003851207@DVR1_Ch3.asf,1771.072,20160906010822279,Stabilisation - Mattress - End,3.5.2,9.1158
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1772.073,20160906003850598@DVR1_Ch2.asf,1771.682,20160906003851207@DVR1_Ch3.asf,1771.073,20160906010822280,Exposure - Start,7.1,9.1158
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1783.231,20160906003850598@DVR1_Ch2.asf,1782.84,20160906003851207@DVR1_Ch3.asf,1782.231,20160906010833438,Exposure - End,7.2,9.116
DATA_20160906003849723,20160906003850207@DVR1_Ch1.asf,1783.232,20160906003850598@DVR1_Ch2.asf,1782.841,20160906003851207@DVR1_Ch3.asf,1782.232,20160906010833439,Measurement - CP Stab,16.2,9.116
DATA_20160902013016158,20160902013016158@DVR1_Ch1.asf,8.704,20160902013016752@DVR1_Ch2.asf,8.11,20160902013017577@DVR1_Ch3.asf,7.285,20160902013024862,Survey Section - Start of - Pipe buried,12.1.2,5.646
DATA_20160902013016158,20160902013016158@DVR1_Ch1.asf,1566.783,20160902013016752@DVR1_Ch2.asf,1566.189,20160902013017577@DVR1_Ch3.asf,1565.364,20160902015622941,Stabilisation - Mattress - Start,3.5.1,5.986
DATA_20160902013016158,20160902013016158@DVR1_Ch1.asf,1594.784,20160902013016752@DVR1_Ch2.asf,1594.19,20160902013017577@DVR1_Ch3.asf,1593.365,20160902015650942,Stabilisation - Mattress - End,3.5.2,5.994
DATA_20160823140418590,20160823140418965@DVR1_Ch1.asf,125.648,20160823140419511@DVR1_Ch2.asf,125.102,20160823140418590@DVR1_Ch3.asf,126.023,20160823140624613,Measurement - CP Stab,16.2,52.869
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1200.211,20160825025108488@DVR1_Ch2.asf,1199.727,20160825025108894@DVR1_Ch3.asf,1199.321,20160825031108215,Exposure - End,7.2,17.952
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1240.211,20160825025108488@DVR1_Ch2.asf,1239.727,20160825025108894@DVR1_Ch3.asf,1239.321,20160825031148215,Anode - Bracelet - slight wastage 0-25%,1.1.1,17.938
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1412.853,20160825025108488@DVR1_Ch2.asf,1412.369,20160825025108894@DVR1_Ch3.asf,1411.963,20160825031440857,Measurement - CP Stab,16.2,17.937
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1686.857,20160825025108488@DVR1_Ch2.asf,1686.373,20160825025108894@DVR1_Ch3.asf,1685.967,20160825031914861,Field Joint - Normal,2.1,17.919
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1718.37,20160825025108488@DVR1_Ch2.asf,1717.886,20160825025108894@DVR1_Ch3.asf,1717.48,20160825031946374,Field Joint - Normal,2.1,17.908
DATA_20160825025108004,20160825025108004@DVR1_Ch1.asf,1759.098,20160825025108488@DVR1_Ch2.asf,1758.614,20160825025108894@DVR1_Ch3.asf,1758.208,20160825032027102,Field Joint - Normal,2.1,17.8952
DATA_20160903100727380,20160903100727380@DVR1_Ch1.asf,0.0,20160903100727693@DVR1_Ch2.asf,-0.313,20160903100727936@DVR1_Ch3.asf,-0.556,20160903100727380,Survey Section - Start of - Pipe buried,12.1.2,0.0
